"","Bolsonaro","Lula","Ciro","Tebet"
"6963","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"6111","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"2808","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"2266","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"771","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"5891","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"7907","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"2380","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"8616","NEGATIVO","NEUTRO","NEGATIVO","NEGATIVO"
"7005","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"2175","NEGATIVO","POSITIVO","NEUTRO","NEGATIVO"
"8064","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"5167","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8153","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"7242","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"4822","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"6629","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"7098","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"856","POSITIVO","POSITIVO","NEGATIVO","NEUTRO"
"1149","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"7673","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"2414","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"1773","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"3323","POSITIVO","NEGATIVO","POSITIVO","NEUTRO"
"8643","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"5385","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"3238","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"8841","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"5162","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"3744","NEUTRO","NEGATIVO","POSITIVO","POSITIVO"
"6317","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"4833","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"4499","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"6406","POSITIVO","NEUTRO","NEGATIVO","NEUTRO"
"8912","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"4946","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"8203","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"1179","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"8387","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"8207","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"1695","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"8008","POSITIVO","NEUTRO","POSITIVO","NEGATIVO"
"7985","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"960","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"1697","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"8759","NEGATIVO","POSITIVO","POSITIVO","POSITIVO"
"5394","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"5707","POSITIVO","NEGATIVO","NEUTRO","POSITIVO"
"5367","POSITIVO","POSITIVO","NEGATIVO","NEUTRO"
"3482","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"5824","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"944","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"8440","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"8447","NEGATIVO","NEUTRO","NEGATIVO","NEGATIVO"
"6916","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"7766","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"4571","NEGATIVO","POSITIVO","NEGATIVO","NEGATIVO"
"4632","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"5570","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"1863","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"5624","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"436","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"3068","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"8258","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"9007","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"1722","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"2321","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"1330","POSITIVO","POSITIVO","NEGATIVO","POSITIVO"
"4687","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"7279","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"9074","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"1585","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"7168","NEGATIVO","NEUTRO","NEGATIVO","NEGATIVO"
"3266","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"1004","POSITIVO","NEGATIVO","POSITIVO","NEUTRO"
"3912","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"9096","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"8945","NEUTRO","NEGATIVO","POSITIVO","NEGATIVO"
"5995","POSITIVO","NEUTRO","NEGATIVO","NEUTRO"
"2371","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"9017","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"2034","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"7284","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"1368","POSITIVO","POSITIVO","NEGATIVO","NEUTRO"
"1850","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"7551","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"3961","POSITIVO","NEGATIVO","NEGATIVO","NEUTRO"
"369","POSITIVO","NEUTRO","POSITIVO","NEGATIVO"
"4922","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"2503","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"847","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"7217","NEGATIVO","POSITIVO","NEUTRO","NEGATIVO"
"1837","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"3494","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"8393","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"2460","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"8497","POSITIVO","POSITIVO","POSITIVO","NEUTRO"
"736","POSITIVO","NEGATIVO","POSITIVO","NEUTRO"
"3294","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"3879","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"6966","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"7876","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"8811","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"6386","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"2244","NEGATIVO","NEGATIVO","NEUTRO","NEGATIVO"
"6968","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"471","POSITIVO","POSITIVO","POSITIVO","NEUTRO"
"2292","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"8641","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"8128","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"3866","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"892","POSITIVO","NEUTRO","POSITIVO","NEGATIVO"
"1875","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"7639","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"4731","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"4276","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"2776","NEGATIVO","NEUTRO","POSITIVO","NEGATIVO"
"5880","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"2418","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"1300","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"663","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"5485","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"1090","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"7244","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"8015","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"4328","NEUTRO","POSITIVO","NEGATIVO","NEGATIVO"
"209","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"8797","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"5595","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"3425","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"8012","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"1249","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"5438","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"26","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"5769","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"7981","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"9127","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"6790","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"8235","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"6598","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"4846","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"1108","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"6599","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6853","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"6647","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"129","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"14","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"7933","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"2208","POSITIVO","POSITIVO","NEGATIVO","NEGATIVO"
"605","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"1584","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"2352","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"2174","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"5041","NEGATIVO","POSITIVO","POSITIVO","POSITIVO"
"344","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"3287","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"7225","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"5398","NEGATIVO","NEGATIVO","NEGATIVO","NEUTRO"
"2296","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"7920","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"3483","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"2358","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"6271","NEGATIVO","POSITIVO","NEGATIVO","POSITIVO"
"5649","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"2425","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"5138","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"9000","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"8454","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"4876","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"4812","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"2749","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"7453","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"4806","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"8212","POSITIVO","POSITIVO","POSITIVO","NEGATIVO"
"1100","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"1821","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"7107","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"2269","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"6456","POSITIVO","NEUTRO","POSITIVO","NEGATIVO"
"3396","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"2858","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"9155","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"5999","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"7798","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"5081","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"3859","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6084","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"2536","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"8876","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8397","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"4446","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"4537","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"1008","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"7524","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"6537","NEGATIVO","POSITIVO","POSITIVO","NEGATIVO"
"4025","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"3277","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"6541","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"32","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"2229","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"878","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"5673","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"6931","NEGATIVO","NEGATIVO","POSITIVO","POSITIVO"
"6981","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"6985","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"3853","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"5893","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"6940","NEGATIVO","POSITIVO","NEGATIVO","NEGATIVO"
"1617","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"7843","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"599","POSITIVO","POSITIVO","NEGATIVO","POSITIVO"
"3946","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"2951","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"714","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"3757","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"6926","POSITIVO","NEGATIVO","NEUTRO","POSITIVO"
"176","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8013","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"6783","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"1315","POSITIVO","NEUTRO","NEGATIVO","NEUTRO"
"2257","NEGATIVO","POSITIVO","POSITIVO","POSITIVO"
"5529","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"5630","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"1308","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"7750","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"3327","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"3640","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"4543","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"8704","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"1808","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"6522","NEGATIVO","NEGATIVO","NEGATIVO","POSITIVO"
"4973","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"5193","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"8630","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"686","POSITIVO","NEGATIVO","POSITIVO","POSITIVO"
"2754","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"6155","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"5996","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"2914","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"7729","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"4530","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"6371","POSITIVO","NEUTRO","POSITIVO","POSITIVO"
"6817","NEGATIVO","NEGATIVO","NEGATIVO","NEUTRO"
"7887","NEGATIVO","POSITIVO","NEGATIVO","NEGATIVO"
"5566","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"4347","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"3312","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"8014","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"3634","NEUTRO","POSITIVO","NEGATIVO","NEGATIVO"
"5683","POSITIVO","NEGATIVO","POSITIVO","POSITIVO"
"6852","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6617","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"1994","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"5635","NEUTRO","NEGATIVO","POSITIVO","NEGATIVO"
"1940","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"3129","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"8893","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"8330","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"5260","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"3632","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"5842","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"7471","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"2586","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"5886","NEUTRO","POSITIVO","NEGATIVO","NEGATIVO"
"2439","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"3531","POSITIVO","POSITIVO","POSITIVO","POSITIVO"
"7161","NEGATIVO","NEUTRO","NEGATIVO","NEGATIVO"
"3749","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"2329","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"7468","NEGATIVO","NEUTRO","NEGATIVO","NEGATIVO"
"4362","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"6751","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"268","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"4320","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"6767","POSITIVO","POSITIVO","POSITIVO","POSITIVO"
"8558","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"4702","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"7665","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"1011","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"3150","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8373","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"7646","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"4497","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"2701","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"2205","NEGATIVO","NEUTRO","NEGATIVO","NEGATIVO"
"8763","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"2416","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"2394","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"6166","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"5283","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"1777","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"5453","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"2973","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"5857","POSITIVO","NEUTRO","NEGATIVO","POSITIVO"
"4990","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"5032","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"65","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"6616","POSITIVO","NEUTRO","POSITIVO","POSITIVO"
"7143","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"1457","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"4680","NEGATIVO","NEUTRO","NEGATIVO","NEGATIVO"
"5353","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"1127","NEGATIVO","POSITIVO","NEUTRO","NEGATIVO"
"8786","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"7268","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"235","POSITIVO","NEGATIVO","POSITIVO","NEUTRO"
"5510","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"1529","NEGATIVO","NEGATIVO","NEUTRO","NEGATIVO"
"2219","POSITIVO","NEUTRO","NEGATIVO","POSITIVO"
"170","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"4909","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"8924","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"8017","NEGATIVO","POSITIVO","NEGATIVO","POSITIVO"
"8939","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"3722","NEUTRO","NEGATIVO","POSITIVO","POSITIVO"
"3665","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"4842","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"5699","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"6561","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"8600","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"6184","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"4201","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6447","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"2450","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"950","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"62","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"1542","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"4370","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"2870","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6324","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"3496","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"6311","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"3166","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"1818","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"5537","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"1718","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"7036","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"1284","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"475","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"8927","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"5410","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"8007","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"8343","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"3522","NEGATIVO","NEGATIVO","NEGATIVO","POSITIVO"
"966","POSITIVO","POSITIVO","NEUTRO","NEGATIVO"
"8891","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"8555","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"5258","POSITIVO","NEGATIVO","NEUTRO","NEGATIVO"
"2348","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"6425","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"7135","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"9041","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"5071","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"7910","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"57","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"466","POSITIVO","NEUTRO","POSITIVO","POSITIVO"
"275","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"5961","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"5183","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"2940","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"8332","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"5821","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"8570","POSITIVO","NEGATIVO","NEGATIVO","NEGATIVO"
"1916","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"445","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"3368","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"4656","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"3780","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"352","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"1490","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"6886","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"8311","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"1608","NEGATIVO","NEUTRO","POSITIVO","NEGATIVO"
"6626","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"2442","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"4312","NEGATIVO","POSITIVO","NEUTRO","NEGATIVO"
"5314","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"3953","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"5050","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6697","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"1637","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"6936","POSITIVO","NEGATIVO","NEGATIVO","POSITIVO"
"5403","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"8474","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"3882","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"3737","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"2107","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"6449","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"131","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"1363","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"5206","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"5143","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"5084","POSITIVO","NEGATIVO","NEUTRO","POSITIVO"
"8849","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"2082","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"2727","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"320","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"7684","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"1027","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"7585","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"236","NEGATIVO","NEGATIVO","NEGATIVO","NEUTRO"
"7294","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"8477","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6652","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"4039","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"6417","POSITIVO","POSITIVO","POSITIVO","NEUTRO"
"1521","NEUTRO","NEGATIVO","POSITIVO","POSITIVO"
"280","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"4197","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"1843","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"4277","POSITIVO","NEGATIVO","POSITIVO","NEGATIVO"
"508","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"8145","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
